sample_idx,true_label,pred_label,confidence,conf_0,conf_1,conf_2,conf_3
657,right_hand,feet,0.95493406,0.95493406,7.606822e-05,0.018261218,0.026728647
658,right_hand,feet,0.96021485,0.96021485,6.0766346e-05,0.016654942,0.023069348
659,right_hand,feet,0.96607214,0.96607214,4.892902e-05,0.013652687,0.020226236
660,right_hand,feet,0.97210443,0.97210443,3.4421308e-05,0.010406886,0.017454272
661,right_hand,feet,0.9762266,0.9762266,2.6667405e-05,0.00809765,0.01564911
662,right_hand,feet,0.97841334,0.97841334,2.4475685e-05,0.0074647698,0.014097369
663,right_hand,feet,0.97867006,0.97867006,2.7914339e-05,0.0077881296,0.013513956
664,right_hand,feet,0.97719187,0.97719187,2.7543409e-05,0.00870874,0.014071885
665,right_hand,feet,0.9739842,0.9739842,2.7618591e-05,0.010341176,0.015647067
666,right_hand,feet,0.9699802,0.9699802,2.5660573e-05,0.011573349,0.01842084
667,right_hand,feet,0.96509695,0.96509695,2.5715417e-05,0.012921957,0.021955471
668,right_hand,feet,0.95761096,0.95761096,2.6208703e-05,0.01428726,0.028075585
669,right_hand,feet,0.95091146,0.95091146,2.8344912e-05,0.015208126,0.033852044
670,right_hand,feet,0.94663674,0.94663674,2.9267401e-05,0.014782484,0.038551547
671,right_hand,feet,0.9437305,0.9437305,2.9856887e-05,0.013794342,0.04244532
672,right_hand,feet,0.9423507,0.9423507,2.7646121e-05,0.011603548,0.046018187
673,right_hand,feet,0.9384737,0.9384737,2.599199e-05,0.009833445,0.051666904
674,right_hand,feet,0.9319999,0.9319999,2.4538174e-05,0.009563116,0.058412448
675,right_hand,feet,0.9172316,0.9172316,2.5843e-05,0.0108608715,0.071881585
676,right_hand,feet,0.8946766,0.8946766,2.4731464e-05,0.011907499,0.09339113
677,right_hand,feet,0.86628896,0.86628896,2.2622258e-05,0.012658983,0.12102937
678,right_hand,feet,0.83606166,0.83606166,2.136177e-05,0.014184265,0.14973266
679,right_hand,feet,0.8055621,0.8055621,2.1336233e-05,0.015796464,0.17862017
680,right_hand,feet,0.78057617,0.78057617,2.2078095e-05,0.0166586,0.20274308
681,right_hand,feet,0.76288027,0.76288027,2.1233609e-05,0.016203793,0.2208947
682,right_hand,feet,0.7622183,0.7622183,1.9331701e-05,0.01524373,0.22251865
683,right_hand,feet,0.75874734,0.75874734,1.6169071e-05,0.013329288,0.22790718
684,right_hand,feet,0.7575713,0.7575713,1.421566e-05,0.012038924,0.23037565
685,right_hand,feet,0.7520334,0.7520334,1.2214339e-05,0.011138622,0.23681568
686,right_hand,feet,0.7522656,0.7522656,1.0708731e-05,0.011334069,0.23638967
687,right_hand,feet,0.7586968,0.7586968,9.094454e-06,0.011920516,0.2293736
688,right_hand,feet,0.7561216,0.7561216,8.039194e-06,0.012858915,0.23101151
689,right_hand,feet,0.74804187,0.74804187,6.692597e-06,0.013969245,0.23798224
690,right_hand,feet,0.74201494,0.74201494,5.5780442e-06,0.014462683,0.2435168
691,right_hand,feet,0.7367024,0.7367024,4.8165493e-06,0.014145675,0.24914715
692,right_hand,feet,0.7163794,0.7163794,4.3650352e-06,0.013854716,0.26976153
693,right_hand,feet,0.71155286,0.71155286,3.9645124e-06,0.014217194,0.2742259
694,right_hand,feet,0.7158111,0.7158111,3.4658437e-06,0.015368074,0.26881737
695,right_hand,feet,0.7256876,0.7256876,2.8845066e-06,0.015509389,0.2588001
696,right_hand,feet,0.7494719,0.7494719,2.7034364e-06,0.016242841,0.23428263
697,right_hand,feet,0.7799109,0.7799109,2.4881692e-06,0.017831795,0.20225486
698,right_hand,feet,0.80214953,0.80214953,2.1772933e-06,0.021011297,0.17683697
699,right_hand,feet,0.8220569,0.8220569,1.8791224e-06,0.024063488,0.1538777
700,right_hand,feet,0.8429108,0.8429108,1.711854e-06,0.025959177,0.13112836
701,right_hand,feet,0.86042625,0.86042625,1.4238523e-06,0.02579048,0.113781765
702,right_hand,feet,0.8721547,0.8721547,1.265848e-06,0.027780524,0.100063525
703,right_hand,feet,0.87924117,0.87924117,1.2416954e-06,0.029957218,0.09080036
704,right_hand,feet,0.8837431,0.8837431,1.2621916e-06,0.03344292,0.08281269
705,right_hand,feet,0.88049835,0.88049835,1.4266908e-06,0.039642125,0.07985811
706,right_hand,feet,0.87939143,0.87939143,1.6593268e-06,0.048385743,0.07222113
707,right_hand,feet,0.88592505,0.88592505,1.7648538e-06,0.055339392,0.058733866
708,right_hand,feet,0.892642,0.892642,1.874686e-06,0.0600472,0.047308885
709,right_hand,feet,0.89323306,0.89323306,1.950202e-06,0.06645848,0.04030648
710,right_hand,feet,0.8848339,0.8848339,1.9257695e-06,0.07836181,0.03680244
711,right_hand,feet,0.8777232,0.8777232,1.9469273e-06,0.08631933,0.035955537
712,right_hand,feet,0.8752836,0.8752836,2.1331052e-06,0.08723536,0.037478887
713,right_hand,feet,0.8760334,0.8760334,2.2828222e-06,0.08627603,0.03768824
714,right_hand,feet,0.8596844,0.8596844,2.6836033e-06,0.10023155,0.04008133
715,right_hand,feet,0.8376799,0.8376799,3.3451126e-06,0.11880828,0.0435084
716,right_hand,feet,0.8195632,0.8195632,3.9568054e-06,0.13204652,0.04838637
717,right_hand,feet,0.7985318,0.7985318,4.652713e-06,0.15219401,0.049269628
718,right_hand,feet,0.76248443,0.76248443,5.827864e-06,0.18799911,0.049510602
719,right_hand,feet,0.70978177,0.70978177,7.3376136e-06,0.23887199,0.05133893
720,right_hand,feet,0.6744435,0.6744435,8.893187e-06,0.27211612,0.053431462
721,right_hand,feet,0.6586524,0.6586524,1.0538597e-05,0.28612962,0.05520733
722,right_hand,feet,0.6258741,0.6258741,1.2598548e-05,0.31522927,0.058884107
723,right_hand,feet,0.5846573,0.5846573,1.4808341e-05,0.35083628,0.064491645
724,right_hand,feet,0.55522627,0.55522627,1.866929e-05,0.37806007,0.06669493
725,right_hand,feet,0.5359524,0.5359524,2.3682544e-05,0.39192006,0.07210382
726,right_hand,feet,0.50387895,0.50387895,2.9459892e-05,0.41644335,0.07964821
727,right_hand,feet,0.4756726,0.4756726,3.6689464e-05,0.44319114,0.08109964
728,right_hand,right_hand,0.46548668,0.4513297,4.321019e-05,0.46548668,0.08314046
729,right_hand,right_hand,0.48060068,0.43266943,4.78023e-05,0.48060068,0.0866821
730,right_hand,right_hand,0.48704302,0.426946,5.137546e-05,0.48704302,0.08595957
731,right_hand,right_hand,0.5026353,0.410002,5.849401e-05,0.5026353,0.087304205
732,right_hand,right_hand,0.50816625,0.39968014,6.531638e-05,0.50816625,0.092088334
733,right_hand,right_hand,0.5102273,0.39622205,7.467268e-05,0.5102273,0.0934759
734,right_hand,right_hand,0.51199836,0.3995459,8.364622e-05,0.51199836,0.0883721
735,right_hand,right_hand,0.52448875,0.3916814,0.00010375621,0.52448875,0.08372605
736,right_hand,right_hand,0.5317619,0.3890805,0.00012129298,0.5317619,0.079036236
737,right_hand,right_hand,0.53602296,0.39005607,0.00013112283,0.53602296,0.07378983
738,right_hand,right_hand,0.5333145,0.39284754,0.00012313823,0.5333145,0.0737148
739,right_hand,right_hand,0.546261,0.3775948,0.00012882761,0.546261,0.07601543
740,right_hand,right_hand,0.57266575,0.34780493,0.00012727044,0.57266575,0.07940207
741,right_hand,right_hand,0.59603786,0.3246608,0.00012268545,0.59603786,0.079178646
742,right_hand,right_hand,0.6074681,0.31555653,0.000121518926,0.6074681,0.07685386
743,right_hand,right_hand,0.6236485,0.30375463,0.00012610703,0.6236485,0.07247074
744,right_hand,right_hand,0.6629717,0.2720212,0.00012025858,0.6629717,0.06488679
745,right_hand,right_hand,0.70393693,0.24038559,0.00012602184,0.70393693,0.05555144
746,right_hand,right_hand,0.7411077,0.21345271,0.0001272322,0.7411077,0.04531232
747,right_hand,right_hand,0.7794924,0.18335162,0.00012669711,0.7794924,0.03702932
748,right_hand,right_hand,0.81524533,0.15302128,0.00011970217,0.81524533,0.0316137
749,right_hand,right_hand,0.83188915,0.13944311,0.00010903277,0.83188915,0.028558677
750,right_hand,right_hand,0.8418987,0.13274716,9.1835165e-05,0.8418987,0.025262304
751,right_hand,right_hand,0.8535439,0.12422227,8.2911065e-05,0.8535439,0.022150997
752,right_hand,right_hand,0.8639555,0.11564989,7.411286e-05,0.8639555,0.020320443
753,right_hand,right_hand,0.8647885,0.116024435,7.282095e-05,0.8647885,0.019114373
754,right_hand,right_hand,0.86783737,0.11513435,6.880784e-05,0.86783737,0.01695944
755,right_hand,right_hand,0.8804695,0.10457988,6.687758e-05,0.8804695,0.01488372
756,right_hand,right_hand,0.8998129,0.08696555,6.268169e-05,0.8998129,0.013158936
757,right_hand,right_hand,0.9129735,0.07517973,6.242085e-05,0.9129735,0.011784384
758,right_hand,right_hand,0.92444783,0.06534595,6.188186e-05,0.92444783,0.010144284
759,right_hand,right_hand,0.9331381,0.057520088,5.8547183e-05,0.9331381,0.009283236
760,right_hand,right_hand,0.94018996,0.05102381,5.2254643e-05,0.94018996,0.008733936
761,right_hand,right_hand,0.9456326,0.046368297,4.762999e-05,0.9456326,0.007951531
762,right_hand,right_hand,0.9493149,0.043217845,4.449277e-05,0.9493149,0.007422785
763,right_hand,right_hand,0.9511393,0.041740358,4.3052623e-05,0.9511393,0.007077308
764,right_hand,right_hand,0.95340824,0.039919842,4.4926423e-05,0.95340824,0.006626983
765,right_hand,right_hand,0.95369494,0.039865267,4.6948568e-05,0.95369494,0.006392883
766,right_hand,right_hand,0.9561517,0.037629817,4.593252e-05,0.9561517,0.00617252
767,right_hand,right_hand,0.96213967,0.032294713,3.877746e-05,0.96213967,0.005526789
768,right_hand,right_hand,0.96714336,0.027622681,3.364668e-05,0.96714336,0.0052002314
769,right_hand,right_hand,0.9712189,0.024110729,3.0162395e-05,0.9712189,0.00464022
770,right_hand,right_hand,0.9748984,0.020747561,2.85022e-05,0.9748984,0.004325578
771,right_hand,right_hand,0.97834444,0.017734688,2.5429945e-05,0.97834444,0.0038955116
772,right_hand,right_hand,0.9811927,0.0153860245,2.4371999e-05,0.9811927,0.0033969523
773,right_hand,right_hand,0.98289907,0.014079995,2.5136082e-05,0.98289907,0.002995796
774,right_hand,right_hand,0.98383015,0.013353758,2.682633e-05,0.98383015,0.0027892094
775,right_hand,right_hand,0.9848958,0.012509776,2.8915398e-05,0.9848958,0.0025654454
776,right_hand,right_hand,0.98499876,0.012461476,3.2520835e-05,0.98499876,0.002507258
777,right_hand,right_hand,0.9849902,0.01262006,3.137936e-05,0.9849902,0.0023583232
778,right_hand,right_hand,0.9849102,0.012785811,2.9914903e-05,0.9849102,0.0022740986
779,right_hand,right_hand,0.98566353,0.012125494,2.9326331e-05,0.98566353,0.0021817281
780,right_hand,right_hand,0.98700666,0.010864152,2.907137e-05,0.98700666,0.0021001468
781,right_hand,right_hand,0.9881809,0.009767944,2.670235e-05,0.9881809,0.0020245044
782,right_hand,right_hand,0.98850435,0.009454091,2.6661008e-05,0.98850435,0.0020149443
783,right_hand,right_hand,0.98918074,0.008834861,2.7420161e-05,0.98918074,0.0019568908
784,right_hand,right_hand,0.9897574,0.008341996,2.9733636e-05,0.9897574,0.0018708337
785,right_hand,right_hand,0.9902925,0.007930151,3.2477386e-05,0.9902925,0.0017448604
786,right_hand,right_hand,0.9907128,0.007595471,3.7396254e-05,0.9907128,0.0016542875
787,right_hand,right_hand,0.99080104,0.007578438,4.400503e-05,0.99080104,0.0015764941
788,right_hand,right_hand,0.989869,0.008500649,5.1031107e-05,0.989869,0.0015794032
789,right_hand,right_hand,0.98888236,0.009469178,5.1634343e-05,0.98888236,0.0015968969
790,right_hand,right_hand,0.9880383,0.010187372,5.353e-05,0.9880383,0.0017208562
791,right_hand,right_hand,0.9873368,0.010755594,5.6894594e-05,0.9873368,0.0018507136
792,right_hand,right_hand,0.9877593,0.010395301,5.567077e-05,0.9877593,0.0017897219
793,right_hand,right_hand,0.98845184,0.009798443,5.3008614e-05,0.98845184,0.001696668
794,right_hand,right_hand,0.98900604,0.00927107,5.6191293e-05,0.98900604,0.0016666199
795,right_hand,right_hand,0.9892124,0.009051972,6.668407e-05,0.9892124,0.0016689185
796,right_hand,right_hand,0.9898409,0.008505913,7.349673e-05,0.9898409,0.0015796628
797,right_hand,right_hand,0.99096453,0.0076095145,8.049725e-05,0.99096453,0.0013454589
798,right_hand,right_hand,0.99140537,0.0072396966,9.504909e-05,0.99140537,0.0012599527
799,right_hand,right_hand,0.99164575,0.0069945203,0.00012117299,0.99164575,0.0012385497
800,right_hand,right_hand,0.99189734,0.0067478027,0.00013584497,0.99189734,0.0012190449
801,right_hand,right_hand,0.9917795,0.006819033,0.00014439721,0.9917795,0.0012570986
802,right_hand,right_hand,0.9913584,0.007239143,0.0001510524,0.9913584,0.0012513701
803,right_hand,right_hand,0.99134594,0.0072279666,0.00017447064,0.99134594,0.0012515633
804,right_hand,right_hand,0.9916785,0.006891984,0.0001943398,0.9916785,0.001235273
805,right_hand,right_hand,0.9921119,0.006431911,0.00022711571,0.9921119,0.0012290071
806,right_hand,right_hand,0.9919424,0.0065721553,0.00026051732,0.9919424,0.0012249512
807,right_hand,right_hand,0.99183875,0.0066352733,0.00030314302,0.99183875,0.0012228695
808,right_hand,right_hand,0.9921894,0.006268399,0.0003428916,0.9921894,0.0011993813
809,right_hand,right_hand,0.9922955,0.0060423193,0.00040699163,0.9922955,0.0012551951
810,right_hand,right_hand,0.9925861,0.0056835273,0.00047620301,0.9925861,0.001254193
811,right_hand,right_hand,0.99271905,0.0054589445,0.00055378134,0.99271905,0.0012681748
812,right_hand,right_hand,0.9930889,0.0049973424,0.00063461164,0.9930889,0.0012792617
813,right_hand,right_hand,0.99321544,0.0046659205,0.00078125007,0.99321544,0.0013374577
814,right_hand,right_hand,0.9934454,0.004253147,0.00089869316,0.9934454,0.0014028208
815,right_hand,right_hand,0.99340504,0.003987192,0.0010801604,0.99340504,0.0015276346
816,right_hand,right_hand,0.99328446,0.003779006,0.0013018437,0.99328446,0.0016346446
817,right_hand,right_hand,0.9929188,0.0038308855,0.0015239439,0.9929188,0.0017264094
818,right_hand,right_hand,0.99241054,0.003940867,0.001725575,0.99241054,0.0019229967
819,right_hand,right_hand,0.9921176,0.0037543133,0.0019328755,0.9921176,0.0021951627
820,right_hand,right_hand,0.9922037,0.003375518,0.002090393,0.9922037,0.0023303882
821,right_hand,right_hand,0.99258375,0.002896877,0.0022648047,0.99258375,0.0022546782
822,right_hand,right_hand,0.9930086,0.0024335138,0.0024456538,0.9930086,0.0021121895
823,right_hand,right_hand,0.99318093,0.0020481981,0.0026528453,0.99318093,0.0021180979
824,right_hand,right_hand,0.99306256,0.0017920296,0.0029993723,0.99306256,0.0021459837
825,right_hand,right_hand,0.99267393,0.0016527406,0.0035159076,0.99267393,0.0021574073
826,right_hand,right_hand,0.9919565,0.0016942286,0.004162074,0.9919565,0.0021872483
827,right_hand,right_hand,0.99103093,0.0018197756,0.004793912,0.99103093,0.002355335
828,right_hand,right_hand,0.99013066,0.0019518103,0.0054241796,0.99013066,0.0024933687
829,right_hand,right_hand,0.9892315,0.0021503556,0.0059146965,0.9892315,0.0027034814
830,right_hand,right_hand,0.9884249,0.002275008,0.006370119,0.9884249,0.0029299592
831,right_hand,right_hand,0.9885662,0.002358927,0.00599371,0.9885662,0.0030811809
832,right_hand,right_hand,0.988867,0.002429243,0.0055420785,0.988867,0.0031617347
833,right_hand,right_hand,0.98892564,0.0024617878,0.0052645328,0.98892564,0.0033480788
834,right_hand,right_hand,0.9883299,0.0025897822,0.0053303456,0.9883299,0.003750021
835,right_hand,right_hand,0.98740596,0.0028797204,0.0053925496,0.98740596,0.0043218285
836,right_hand,right_hand,0.9861666,0.003167155,0.005829735,0.9861666,0.004836497
837,right_hand,right_hand,0.98491365,0.0035530594,0.0063892826,0.98491365,0.0051440387
838,right_hand,right_hand,0.9831215,0.004257267,0.0070898887,0.9831215,0.0055313664
839,right_hand,right_hand,0.9809862,0.0052969917,0.0077826064,0.9809862,0.005934171
840,right_hand,right_hand,0.97936946,0.006627276,0.007904596,0.97936946,0.006098623
841,right_hand,right_hand,0.97813326,0.008377562,0.007498713,0.97813326,0.0059904354
842,right_hand,right_hand,0.97636795,0.010627775,0.00700764,0.97636795,0.005996668
843,right_hand,right_hand,0.9755037,0.012480345,0.00618337,0.9755037,0.0058326027
844,right_hand,right_hand,0.9760276,0.013373344,0.005204361,0.9760276,0.0053947023
845,right_hand,right_hand,0.9745773,0.015572854,0.004454814,0.9745773,0.005395
846,right_hand,right_hand,0.97180927,0.018440431,0.00425753,0.97180927,0.005492762
847,right_hand,right_hand,0.9701819,0.02025119,0.0042059263,0.9701819,0.005361042
848,right_hand,right_hand,0.9707102,0.020437995,0.004031448,0.9707102,0.0048203585
849,right_hand,right_hand,0.97177327,0.020509724,0.0037995877,0.97177327,0.003917473
850,right_hand,right_hand,0.97207457,0.021227954,0.0036166927,0.97207457,0.0030806896
851,right_hand,right_hand,0.9711364,0.023005273,0.0034825536,0.9711364,0.0023757673
852,right_hand,right_hand,0.9697114,0.025219353,0.003188242,0.9697114,0.0018809687
853,right_hand,right_hand,0.9679938,0.027757684,0.0027273316,0.9679938,0.0015211964
854,right_hand,right_hand,0.9657984,0.030739957,0.0022038645,0.9657984,0.0012577616
855,right_hand,right_hand,0.9632146,0.033963066,0.0018213547,0.9632146,0.0010010662
856,right_hand,right_hand,0.9619993,0.03564808,0.0015126062,0.9619993,0.00083998777
857,right_hand,right_hand,0.96206707,0.03577585,0.0014028188,0.96206707,0.0007543447
858,right_hand,right_hand,0.9598026,0.038033113,0.0014268334,0.9598026,0.00073739095
859,right_hand,right_hand,0.9594647,0.038580302,0.001353657,0.9594647,0.0006013158
860,right_hand,right_hand,0.9625277,0.0357722,0.0012489421,0.9625277,0.00045119025
861,right_hand,right_hand,0.96564674,0.032747556,0.0012665067,0.96564674,0.0003392093
862,right_hand,right_hand,0.9662257,0.03213932,0.0013431247,0.9662257,0.0002918472
863,right_hand,right_hand,0.9679949,0.03042715,0.0013405515,0.9679949,0.00023733421
864,right_hand,right_hand,0.9718075,0.026747338,0.001257244,0.9718075,0.00018793685
865,right_hand,right_hand,0.97310185,0.025508193,0.00123012,0.97310185,0.0001598343
866,right_hand,right_hand,0.9717415,0.026828742,0.0012755777,0.9717415,0.00015428831
867,right_hand,right_hand,0.9721943,0.026333123,0.0013355821,0.9721943,0.00013696127
868,right_hand,right_hand,0.97281915,0.025413843,0.0016410109,0.97281915,0.0001259601
869,right_hand,right_hand,0.97181636,0.025910806,0.0021543659,0.97181636,0.00011846911
870,right_hand,right_hand,0.969341,0.02791751,0.0026188097,0.969341,0.00012270782
871,right_hand,right_hand,0.9687996,0.028105171,0.0029745188,0.9687996,0.00012070527
872,right_hand,right_hand,0.9687233,0.027537506,0.0036212546,0.9687233,0.00011794708
873,right_hand,right_hand,0.96930414,0.02644844,0.004126112,0.96930414,0.00012128936
874,right_hand,right_hand,0.9688403,0.026302965,0.0047218045,0.9688403,0.00013484254
875,right_hand,right_hand,0.9689812,0.025764586,0.005115291,0.9689812,0.00013883442
876,right_hand,right_hand,0.96885264,0.02494311,0.006061722,0.96885264,0.00014246046
877,right_hand,right_hand,0.9684268,0.02353969,0.007886507,0.9684268,0.00014696328
878,right_hand,right_hand,0.9667467,0.022224033,0.010869291,0.9667467,0.00016004483
879,right_hand,right_hand,0.963956,0.0211014,0.014776423,0.963956,0.00016626653
880,right_hand,right_hand,0.9595966,0.020819796,0.019420927,0.9595966,0.0001626174
881,right_hand,right_hand,0.9532799,0.021627756,0.024919434,0.9532799,0.00017290335
882,right_hand,right_hand,0.9459355,0.022976259,0.030874241,0.9459355,0.00021397864
883,right_hand,right_hand,0.94082993,0.024039375,0.034860425,0.94082993,0.00027029324
884,right_hand,right_hand,0.935759,0.024100186,0.039844856,0.935759,0.0002959181
885,right_hand,right_hand,0.9283602,0.023813153,0.04750916,0.9283602,0.00031746976
886,right_hand,right_hand,0.9188269,0.023680123,0.05714213,0.9188269,0.00035090398
887,right_hand,right_hand,0.9085893,0.024151715,0.06685919,0.9085893,0.00039984714
888,right_hand,right_hand,0.8952537,0.024500325,0.0798161,0.8952537,0.00042991972
889,right_hand,right_hand,0.8783761,0.024023518,0.097166285,0.8783761,0.00043400464
890,right_hand,right_hand,0.8560926,0.023534957,0.11993986,0.8560926,0.00043260545
891,right_hand,right_hand,0.8341473,0.02434437,0.141015,0.8341473,0.0004934183
892,right_hand,right_hand,0.80999243,0.025627162,0.16382782,0.80999243,0.00055258884
893,right_hand,right_hand,0.78645146,0.026741982,0.18617663,0.78645146,0.000629929
894,right_hand,right_hand,0.7753933,0.02797797,0.19592378,0.7753933,0.0007049604
895,right_hand,right_hand,0.7704222,0.03073865,0.19798651,0.7704222,0.0008526953
896,right_hand,right_hand,0.76109874,0.03556568,0.20229465,0.76109874,0.001040953
897,right_hand,right_hand,0.7492217,0.039965555,0.20957352,0.7492217,0.001239211
898,right_hand,right_hand,0.7470168,0.043224916,0.20835046,0.7470168,0.00140785
899,right_hand,right_hand,0.7409388,0.0465829,0.21085313,0.7409388,0.001625148
900,right_hand,right_hand,0.73762953,0.050882094,0.20963721,0.73762953,0.0018511561
901,right_hand,right_hand,0.7377297,0.049439214,0.2109705,0.7377297,0.0018605328
902,right_hand,right_hand,0.74717236,0.049957257,0.20098202,0.74717236,0.0018883803
903,right_hand,right_hand,0.7526068,0.052344684,0.19298954,0.7526068,0.0020589589
904,right_hand,right_hand,0.75931245,0.056858744,0.18154217,0.75931245,0.0022866696
905,right_hand,right_hand,0.75367093,0.061574455,0.18234168,0.75367093,0.0024129478
906,right_hand,right_hand,0.7722987,0.066706255,0.1585008,0.7722987,0.0024942553
907,right_hand,right_hand,0.7959903,0.071408674,0.13000996,0.7959903,0.002591092
908,right_hand,right_hand,0.8118876,0.079571456,0.10558782,0.8118876,0.0029531782
909,right_hand,right_hand,0.816389,0.08986788,0.090357,0.816389,0.0033860027
910,right_hand,right_hand,0.81500787,0.10479192,0.0761746,0.81500787,0.0040255496
911,right_hand,right_hand,0.8075679,0.11524304,0.07277219,0.8075679,0.0044168513
912,right_hand,right_hand,0.7983851,0.12200091,0.07470318,0.7983851,0.004910838
913,right_hand,right_hand,0.7954353,0.12332653,0.076077096,0.7954353,0.005160987
914,right_hand,right_hand,0.79544127,0.12532748,0.074237905,0.79544127,0.0049932958
915,right_hand,right_hand,0.7968945,0.121834844,0.07667205,0.7968945,0.004598531
916,right_hand,right_hand,0.796118,0.121081114,0.07817466,0.796118,0.0046262858
917,right_hand,right_hand,0.8019285,0.11777452,0.07580892,0.8019285,0.0044880197
918,right_hand,right_hand,0.8152113,0.11212942,0.068359986,0.8152113,0.004299339
919,right_hand,right_hand,0.8285322,0.107914425,0.05964151,0.8285322,0.0039118393
920,right_hand,right_hand,0.8276288,0.114610374,0.053706694,0.8276288,0.0040541417
921,right_hand,right_hand,0.8275347,0.11616893,0.052334093,0.8275347,0.003962327
922,right_hand,right_hand,0.8325222,0.1106123,0.053085387,0.8325222,0.0037800344
923,right_hand,right_hand,0.83485174,0.10509619,0.056598216,0.83485174,0.003453787
924,right_hand,right_hand,0.8373351,0.09979046,0.059818186,0.8373351,0.003056244
925,right_hand,right_hand,0.8478936,0.090971075,0.058569103,0.8478936,0.0025662666
926,right_hand,right_hand,0.85150844,0.08526131,0.061019883,0.85150844,0.0022104303
927,right_hand,right_hand,0.85774094,0.07881099,0.061649427,0.85774094,0.0017986275
928,right_hand,right_hand,0.8610347,0.073363416,0.064116456,0.8610347,0.0014854355
929,right_hand,right_hand,0.8657362,0.06702736,0.06605433,0.8657362,0.0011821112
930,right_hand,right_hand,0.86692166,0.06293317,0.06917627,0.86692166,0.0009688744
931,right_hand,right_hand,0.87408566,0.058343425,0.06676525,0.87408566,0.00080567785
932,right_hand,right_hand,0.87683374,0.053354755,0.06912762,0.87683374,0.0006839434
933,right_hand,right_hand,0.8769113,0.050775606,0.07173815,0.8769113,0.0005749704
934,right_hand,right_hand,0.8726309,0.047679394,0.079196885,0.8726309,0.0004928101
935,right_hand,right_hand,0.86828226,0.04439165,0.086903535,0.86828226,0.0004225292
936,right_hand,right_hand,0.86091495,0.042369533,0.09638767,0.86091495,0.000327825
937,right_hand,right_hand,0.8595675,0.040618964,0.09956524,0.8595675,0.00024823143
938,right_hand,right_hand,0.8473253,0.03871104,0.113769665,0.8473253,0.00019403348
939,right_hand,right_hand,0.831731,0.038830087,0.12927316,0.831731,0.00016574579
940,right_hand,right_hand,0.82135344,0.038646728,0.13986059,0.82135344,0.00013929635
941,right_hand,right_hand,0.8206708,0.038071346,0.14114353,0.8206708,0.00011430475
942,right_hand,right_hand,0.8165308,0.037947018,0.14542608,0.8165308,9.607679e-05
943,right_hand,right_hand,0.8165938,0.03815775,0.14515702,0.8165938,9.1435235e-05
944,right_hand,right_hand,0.82027125,0.037799276,0.1418452,0.82027125,8.4321815e-05
945,right_hand,right_hand,0.82392305,0.035249945,0.14074786,0.82392305,7.912406e-05
946,right_hand,right_hand,0.8254052,0.032997493,0.14152133,0.8254052,7.602625e-05
947,right_hand,right_hand,0.8232299,0.03228344,0.14441173,0.8232299,7.499546e-05
948,right_hand,right_hand,0.8206111,0.031085104,0.14823475,0.8206111,6.902999e-05
949,right_hand,right_hand,0.8148491,0.030700302,0.15438862,0.8148491,6.198896e-05
950,right_hand,right_hand,0.8064488,0.030504428,0.16298912,0.8064488,5.7709363e-05
