sample_idx,true_label,pred_label,pred_class,confidence,conf_0,conf_1,conf_2,conf_3
1719,right_hand,tongue,3,-0.008105098269879818,-4.8831463,-8.212284,-8.622444,-0.008105098
1720,right_hand,tongue,3,-0.00918471347540617,-4.756894,-8.047006,-8.471092,-0.0091847135
1721,right_hand,tongue,3,-0.009570123627781868,-4.7169347,-7.9588747,-8.400572,-0.009570124
1722,right_hand,tongue,3,-0.01190444640815258,-4.5017853,-7.6791873,-8.245246,-0.011904446
1723,right_hand,tongue,3,-0.013272659853100777,-4.392065,-7.59725,-8.231567,-0.01327266
1724,right_hand,tongue,3,-0.016025077551603317,-4.2029963,-7.413313,-8.150255,-0.016025078
1725,right_hand,tongue,3,-0.018861740827560425,-4.0400524,-7.210059,-8.045061,-0.01886174
1726,right_hand,tongue,3,-0.02041081339120865,-3.9606216,-7.118533,-7.9945316,-0.020410813
1727,right_hand,tongue,3,-0.021393436938524246,-3.9170117,-7.039031,-7.954462,-0.021393437
1728,right_hand,tongue,3,-0.023668136447668076,-3.8228397,-6.8622465,-7.8127174,-0.023668136
1729,right_hand,tongue,3,-0.023423681035637856,-3.8364363,-6.751568,-7.803174,-0.023423681
1730,right_hand,tongue,3,-0.021754011511802673,-3.917544,-6.7091637,-7.8409557,-0.021754012
1731,left_hand,tongue,3,-0.020012373104691505,-4.0036654,-6.7193766,-7.9441056,-0.020012373
1732,left_hand,tongue,3,-0.020198512822389603,-3.990273,-6.7849426,-7.9905224,-0.020198513
1733,left_hand,tongue,3,-0.025143630802631378,-3.77317,-6.580282,-7.8576627,-0.02514363
1734,left_hand,tongue,3,-0.027790924534201622,-3.6709158,-6.507505,-7.7939444,-0.027790925
1735,left_hand,tongue,3,-0.02844521403312683,-3.6491005,-6.436637,-7.7571445,-0.028445214
1736,left_hand,tongue,3,-0.02781040407717228,-3.6714048,-6.4573193,-7.783126,-0.027810404
1737,left_hand,tongue,3,-0.02993863821029663,-3.5996506,-6.38937,-7.6469727,-0.029938638
1738,left_hand,tongue,3,-0.029707131907343864,-3.6058455,-6.437951,-7.6008472,-0.029707132
1739,left_hand,tongue,3,-0.02864190563559532,-3.644503,-6.441564,-7.613388,-0.028641906
1740,left_hand,tongue,3,-0.027865715324878693,-3.6853857,-6.2646017,-7.622961,-0.027865715
1741,left_hand,tongue,3,-0.028405793011188507,-3.6739573,-6.1494923,-7.6231346,-0.028405793
1742,left_hand,tongue,3,-0.030479587614536285,-3.606617,-6.0613623,-7.581292,-0.030479588
1743,left_hand,tongue,3,-0.03372909501194954,-3.5029252,-6.0092897,-7.4714913,-0.033729095
1744,left_hand,tongue,3,-0.039087437093257904,-3.3534899,-5.9108095,-7.3319445,-0.039087437
1745,left_hand,tongue,3,-0.03753391280770302,-3.397079,-5.9156,-7.338397,-0.037533913
1746,left_hand,tongue,3,-0.03779257833957672,-3.4042215,-5.7592983,-7.2946777,-0.03779258
1747,left_hand,tongue,3,-0.03877692669630051,-3.3900054,-5.626766,-7.230304,-0.038776927
1748,left_hand,tongue,3,-0.040071453899145126,-3.3637972,-5.5452642,-7.1803246,-0.040071454
1749,left_hand,tongue,3,-0.04175911098718643,-3.328532,-5.4585056,-7.1813393,-0.04175911
1750,left_hand,tongue,3,-0.04375666007399559,-3.2841854,-5.390231,-7.1571255,-0.04375666
1751,left_hand,tongue,3,-0.044392179697752,-3.2770033,-5.3227444,-7.143995,-0.04439218
1752,left_hand,tongue,3,-0.04127001017332077,-3.3643196,-5.2806983,-7.193968,-0.04127001
1753,left_hand,tongue,3,-0.048292383551597595,-3.1921382,-5.267172,-7.014017,-0.048292384
1754,left_hand,tongue,3,-0.05287810042500496,-3.1248946,-5.039606,-6.8735676,-0.0528781
1755,left_hand,tongue,3,-0.05352463945746422,-3.1214612,-4.9803805,-6.777569,-0.05352464
1756,left_hand,tongue,3,-0.05530460551381111,-3.102515,-4.8758965,-6.7074585,-0.055304606
1757,left_hand,tongue,3,-0.06110534071922302,-3.0033495,-4.805622,-6.563921,-0.06110534
1758,left_hand,tongue,3,-0.07655498385429382,-2.7742784,-4.646175,-6.4383216,-0.076554984
1759,left_hand,tongue,3,-0.0826348215341568,-2.6894264,-4.630141,-6.439538,-0.08263482
1760,left_hand,tongue,3,-0.0860760435461998,-2.6741586,-4.4365454,-6.403775,-0.08607604
1761,left_hand,tongue,3,-0.08658339083194733,-2.6694047,-4.432749,-6.3630342,-0.08658339
1762,left_hand,tongue,3,-0.09553945064544678,-2.5632024,-4.4151254,-6.2344275,-0.09553945
1763,left_hand,tongue,3,-0.09872449189424515,-2.523374,-4.442235,-6.1932106,-0.09872449
1764,left_hand,tongue,3,-0.10433418303728104,-2.4765654,-4.349596,-6.150546,-0.10433418
1765,left_hand,tongue,3,-0.09860092401504517,-2.535058,-4.375294,-6.2028694,-0.098600924
1766,left_hand,tongue,3,-0.09178917109966278,-2.6147346,-4.390519,-6.1658096,-0.09178917
1767,left_hand,tongue,3,-0.09254369139671326,-2.6128945,-4.348753,-6.1500893,-0.09254369
1768,left_hand,tongue,3,-0.0968073308467865,-2.572454,-4.2915745,-6.1059456,-0.09680733
1769,left_hand,tongue,3,-0.09816324710845947,-2.5589194,-4.283554,-6.073085,-0.09816325
1770,left_hand,tongue,3,-0.09611465781927109,-2.5892687,-4.265193,-5.9965982,-0.09611466
1771,left_hand,tongue,3,-0.0936153382062912,-2.6335216,-4.2052298,-5.9696903,-0.09361534
1772,left_hand,tongue,3,-0.09181974828243256,-2.6628442,-4.169525,-6.004368,-0.09181975
1773,left_hand,tongue,3,-0.09197821468114853,-2.6824136,-4.0771465,-5.9845104,-0.091978215
1774,left_hand,tongue,3,-0.0910356342792511,-2.6979952,-4.0719833,-5.961873,-0.091035634
1775,left_hand,tongue,3,-0.09552313387393951,-2.6488776,-4.035131,-5.928461,-0.095523134
1776,left_hand,tongue,3,-0.09183735400438309,-2.6915154,-4.0772657,-5.8141947,-0.091837354
1777,left_hand,tongue,3,-0.08731895685195923,-2.754237,-4.087965,-5.752714,-0.08731896
1778,left_hand,tongue,3,-0.08854827284812927,-2.74886,-4.044918,-5.7387724,-0.08854827
1779,left_hand,tongue,3,-0.0902678519487381,-2.7238934,-4.0472107,-5.7383013,-0.09026785
1780,left_hand,tongue,3,-0.0911586582660675,-2.7194524,-4.0281568,-5.683204,-0.09115866
1781,left_hand,tongue,3,-0.0920267403125763,-2.7017064,-4.057868,-5.6477737,-0.09202674
1782,left_hand,tongue,3,-0.09275594353675842,-2.7002559,-4.03693,-5.591158,-0.09275594
1783,left_hand,tongue,3,-0.09675531089305878,-2.6636453,-4.0062428,-5.4445863,-0.09675531
1784,left_hand,tongue,3,-0.10486505925655365,-2.6019897,-3.8684425,-5.395622,-0.10486506
1785,right_hand,tongue,3,-0.09829708933830261,-2.6600084,-3.9436955,-5.4564867,-0.09829709
1786,right_hand,tongue,3,-0.09284092485904694,-2.7216702,-3.978558,-5.479781,-0.092840925
1787,right_hand,tongue,3,-0.09336797893047333,-2.728117,-3.941535,-5.433121,-0.09336798
1788,right_hand,tongue,3,-0.09487973153591156,-2.6928186,-4.0234237,-5.3121095,-0.09487973
1789,right_hand,tongue,3,-0.08805646002292633,-2.740762,-4.208885,-5.342656,-0.08805646
1790,right_hand,tongue,3,-0.0814458578824997,-2.811969,-4.30923,-5.368783,-0.08144586
1791,right_hand,tongue,3,-0.0806584358215332,-2.8214533,-4.3436813,-5.303323,-0.080658436
1792,right_hand,tongue,3,-0.07827474176883698,-2.8494434,-4.420269,-5.225769,-0.07827474
1793,right_hand,tongue,3,-0.0805215835571289,-2.8258438,-4.4077225,-5.1297703,-0.08052158
1794,right_hand,tongue,3,-0.07775400578975677,-2.858242,-4.4701676,-5.121012,-0.077754006
1795,right_hand,tongue,3,-0.07401929795742035,-2.9320908,-4.403552,-5.150114,-0.0740193
1796,right_hand,tongue,3,-0.06981518864631653,-3.0012379,-4.429777,-5.1541843,-0.06981519
1797,right_hand,tongue,3,-0.06869381666183472,-3.01394,-4.51367,-5.0637264,-0.06869382
1798,right_hand,tongue,3,-0.07184647023677826,-2.9836233,-4.4185734,-5.011715,-0.07184647
1799,right_hand,tongue,3,-0.07451529800891876,-2.9367476,-4.4062967,-5.0273647,-0.0745153
1800,right_hand,tongue,3,-0.07816338539123535,-2.8599777,-4.4549313,-5.069872,-0.078163385
1801,right_hand,tongue,3,-0.09195208549499512,-2.7197313,-4.2949433,-4.7962646,-0.091952085
1802,right_hand,tongue,3,-0.10651800036430359,-2.568955,-4.1485386,-4.7617493,-0.106518
1803,right_hand,tongue,3,-0.109315425157547,-2.5203,-4.2394495,-4.744774,-0.109315425
1804,right_hand,tongue,3,-0.1016683578491211,-2.584425,-4.3950214,-4.747527,-0.10166836
1805,right_hand,tongue,3,-0.10780543088912964,-2.537664,-4.269042,-4.7003746,-0.10780543
1806,right_hand,tongue,3,-0.10806131362915039,-2.5526614,-4.2287126,-4.608952,-0.10806131
1807,right_hand,tongue,3,-0.1047554612159729,-2.5838485,-4.231703,-4.6625423,-0.10475546
1808,right_hand,tongue,3,-0.10512609779834747,-2.579072,-4.269303,-4.611003,-0.1051261
1809,right_hand,tongue,3,-0.1064404845237732,-2.5852423,-4.207091,-4.538722,-0.106440485
1810,right_hand,tongue,3,-0.10987693071365356,-2.564425,-4.171654,-4.4541445,-0.10987693
1811,right_hand,tongue,3,-0.1169402003288269,-2.5117736,-4.1103506,-4.3581705,-0.1169402
1812,right_hand,tongue,3,-0.11790196597576141,-2.5118484,-4.1181326,-4.2823687,-0.117901966
1813,right_hand,tongue,3,-0.12097570300102234,-2.49972,-4.097116,-4.187253,-0.1209757
1814,right_hand,tongue,3,-0.12555629014968872,-2.474557,-4.0098877,-4.159832,-0.12555629
1815,right_hand,tongue,3,-0.13454654812812805,-2.402224,-3.9404676,-4.139471,-0.13454655
1816,right_hand,tongue,3,-0.13920842111110687,-2.3541393,-3.948238,-4.1588917,-0.13920842
1817,right_hand,tongue,3,-0.14668071269989014,-2.3075743,-3.898521,-4.0976562,-0.14668071
1818,right_hand,tongue,3,-0.15522122383117676,-2.2571177,-3.8716788,-4.006632,-0.15522122
1819,right_hand,tongue,3,-0.16733288764953613,-2.19324,-3.795909,-3.9103022,-0.16733289
1820,right_hand,tongue,3,-0.1704089343547821,-2.1860354,-3.787318,-3.835528,-0.17040893
1821,right_hand,tongue,3,-0.15924957394599915,-2.2610455,-3.9178421,-3.76916,-0.15924957
1822,right_hand,tongue,3,-0.16493140161037445,-2.2199807,-3.9212797,-3.746327,-0.1649314
1823,right_hand,tongue,3,-0.15883314609527588,-2.249587,-4.004957,-3.7670517,-0.15883315
1824,right_hand,tongue,3,-0.16202756762504578,-2.2249045,-4.0996695,-3.694934,-0.16202757
1825,right_hand,tongue,3,-0.174802765250206,-2.1562634,-4.1223974,-3.5718803,-0.17480277
1826,right_hand,tongue,3,-0.19596809148788452,-2.0562549,-4.0657625,-3.4186707,-0.19596809
1827,right_hand,tongue,3,-0.19836655259132385,-2.0639095,-4.0373974,-3.3441627,-0.19836655
1828,right_hand,tongue,3,-0.19972088932991028,-2.1116972,-3.923468,-3.2155833,-0.19972089
1829,right_hand,tongue,3,-0.21121689677238464,-2.0564427,-3.8814862,-3.181178,-0.2112169
1830,right_hand,tongue,3,-0.21893852949142456,-2.0075204,-3.88262,-3.1804752,-0.21893853
1831,right_hand,tongue,3,-0.22439387440681458,-1.9611803,-3.9193723,-3.212154,-0.22439387
1832,right_hand,tongue,3,-0.23860836029052734,-1.9167662,-3.842253,-3.1301403,-0.23860836
1833,right_hand,tongue,3,-0.24053943157196045,-1.9232036,-3.823412,-3.0852184,-0.24053943
1834,right_hand,tongue,3,-0.24946880340576172,-1.9196018,-3.7231636,-2.9983737,-0.2494688
1835,right_hand,tongue,3,-0.2506389021873474,-1.9090002,-3.7725358,-2.9872904,-0.2506389
1836,right_hand,tongue,3,-0.30426666140556335,-1.7684879,-3.6165867,-2.739017,-0.30426666
1837,right_hand,tongue,3,-0.315426230430603,-1.7501268,-3.5704918,-2.6805425,-0.31542623
1838,feet,tongue,3,-0.3301820755004883,-1.7140338,-3.573649,-2.6188874,-0.33018208
1839,feet,tongue,3,-0.3392835855484009,-1.7223456,-3.6086578,-2.5041738,-0.3392836
1840,feet,tongue,3,-0.3511657416820526,-1.7159611,-3.4679856,-2.4664202,-0.35116574
1841,feet,tongue,3,-0.37961551547050476,-1.6889963,-3.2895198,-2.3672523,-0.37961552
1842,feet,tongue,3,-0.4275398254394531,-1.6575842,-3.183751,-2.1583872,-0.42753983
1843,feet,tongue,3,-0.4607444703578949,-1.6185857,-3.2008016,-2.039905,-0.46074447
1844,feet,tongue,3,-0.46302101016044617,-1.6467664,-3.20649,-1.9845784,-0.463021
1845,feet,tongue,3,-0.4144590497016907,-1.7439253,-3.1702406,-2.1008322,-0.41445905
1846,feet,tongue,3,-0.45769810676574707,-1.6310401,-3.0607898,-2.083525,-0.4576981
1847,feet,tongue,3,-0.48073020577430725,-1.6034573,-3.0435362,-2.0205693,-0.4807302
1848,feet,tongue,3,-0.5264548659324646,-1.5455103,-3.0480347,-1.9082828,-0.52645487
1849,feet,tongue,3,-0.5849739909172058,-1.4284861,-2.9581158,-1.8905578,-0.584974
1850,feet,tongue,3,-0.6051768064498901,-1.3746917,-2.9111366,-1.9195502,-0.6051768
1851,feet,tongue,3,-0.6095631718635559,-1.374624,-2.8939717,-1.911268,-0.6095632
1852,feet,tongue,3,-0.6147215366363525,-1.3390112,-2.8287818,-1.9809983,-0.61472154
1853,feet,tongue,3,-0.6256712675094604,-1.3410531,-2.7513757,-1.9691181,-0.62567127
1854,feet,tongue,3,-0.7180685997009277,-1.3147377,-2.696455,-1.7365233,-0.7180686
1855,feet,tongue,3,-0.7949124574661255,-1.2710632,-2.6111822,-1.6391078,-0.79491246
1856,feet,tongue,3,-0.8317286968231201,-1.2651727,-2.5624561,-1.5838094,-0.8317287
1857,feet,tongue,3,-0.8189599514007568,-1.2988784,-2.58894,-1.5562103,-0.81895995
1858,feet,tongue,3,-0.8385283946990967,-1.3695085,-2.5765853,-1.4397426,-0.8385284
1859,feet,tongue,3,-0.8247198462486267,-1.4291165,-2.546514,-1.4118944,-0.82471985
1860,feet,tongue,3,-0.8460227251052856,-1.4584879,-2.4964046,-1.3631538,-0.8460227
1861,feet,tongue,3,-0.8998701572418213,-1.5183246,-2.409746,-1.2574579,-0.89987016
1862,feet,tongue,3,-0.8889236450195312,-1.5526998,-2.4434626,-1.2371869,-0.88892365
1863,feet,tongue,3,-0.9139652848243713,-1.4968772,-2.4404202,-1.2448056,-0.9139653
1864,feet,tongue,3,-1.0584418773651123,-1.4360063,-2.3906753,-1.1305791,-1.0584419
1865,feet,right_hand,2,-1.0806097984313965,-1.4200965,-2.2788782,-1.0806098,-1.1510918
1866,feet,right_hand,2,-1.1118830442428589,-1.4541752,-2.2124896,-1.111883,-1.115458
1867,feet,right_hand,2,-1.1314284801483154,-1.43752,-2.1184196,-1.1314285,-1.1405692
1868,feet,right_hand,2,-1.1653826236724854,-1.3637557,-2.103783,-1.1653826,-1.1695786
1869,feet,tongue,3,-1.09968900680542,-1.3058293,-2.1184568,-1.2884003,-1.099689
1870,feet,right_hand,2,-1.0920332670211792,-1.3458111,-2.0791602,-1.0920333,-1.2773075
1871,feet,right_hand,2,-1.0128215551376343,-1.4295889,-2.0850544,-1.0128216,-1.2995615
1872,feet,right_hand,2,-0.9721777439117432,-1.4667416,-2.0399804,-0.97217774,-1.3439288
1873,feet,right_hand,2,-0.8719018697738647,-1.4996777,-2.0910354,-0.87190187,-1.4504187
1874,feet,right_hand,2,-0.7714253664016724,-1.5956713,-2.0985827,-0.77142537,-1.5512991
1875,feet,right_hand,2,-0.7672702074050903,-1.6284568,-2.0675979,-0.7672702,-1.5475636
1876,feet,right_hand,2,-0.8352012038230896,-1.6108478,-2.054892,-0.8352012,-1.4343034
1877,feet,right_hand,2,-0.7123969793319702,-1.7207661,-2.0999594,-0.712397,-1.5699325
1878,feet,right_hand,2,-0.6569440364837646,-1.8191915,-2.0562472,-0.65694404,-1.6540813
1879,feet,right_hand,2,-0.6130369901657104,-1.8487573,-2.0152454,-0.613037,-1.7903831
1880,feet,right_hand,2,-0.5820534229278564,-1.8288926,-2.0555234,-0.5820534,-1.8807572
1881,feet,right_hand,2,-0.5700789093971252,-1.9618429,-1.8688499,-0.5700789,-1.9720553
1882,feet,right_hand,2,-0.5771321058273315,-2.057224,-1.7408028,-0.5771321,-2.0027347
1883,feet,right_hand,2,-0.5757489204406738,-2.0983741,-1.6659647,-0.5757489,-2.071879
1884,feet,right_hand,2,-0.5891793370246887,-2.0948505,-1.6714057,-0.58917934,-2.0101225
1885,feet,right_hand,2,-0.5413938760757446,-2.1686096,-1.6620877,-0.5413939,-2.1730442
1886,feet,right_hand,2,-0.5063848495483398,-2.269278,-1.6652871,-0.50638485,-2.2576714
1887,feet,right_hand,2,-0.49260714650154114,-2.3455415,-1.6478822,-0.49260715,-2.2965531
1888,feet,right_hand,2,-0.4893420338630676,-2.3907967,-1.5955985,-0.48934203,-2.3799458
1889,feet,right_hand,2,-0.48508551716804504,-2.3881578,-1.5831745,-0.48508552,-2.4398832
1890,right_hand,right_hand,2,-0.49157702922821045,-2.3875399,-1.5531583,-0.49157703,-2.467174
1891,right_hand,right_hand,2,-0.495275616645813,-2.4527123,-1.5045013,-0.49527562,-2.4968932
1892,right_hand,right_hand,2,-0.4809684753417969,-2.4696062,-1.5217173,-0.48096848,-2.5414553
1893,right_hand,right_hand,2,-0.48616963624954224,-2.5099752,-1.4868145,-0.48616964,-2.5558395
1894,right_hand,right_hand,2,-0.49917876720428467,-2.5147533,-1.4428885,-0.49917877,-2.5815907
1895,right_hand,right_hand,2,-0.49346300959587097,-2.571844,-1.4392632,-0.493463,-2.5775712
1896,right_hand,right_hand,2,-0.47645246982574463,-2.5916696,-1.452452,-0.47645247,-2.6609082
1897,right_hand,right_hand,2,-0.4879595637321472,-2.5641055,-1.4240928,-0.48795956,-2.682952
1898,right_hand,right_hand,2,-0.5051084756851196,-2.6381845,-1.3439655,-0.5051085,-2.7454429
1899,right_hand,right_hand,2,-0.4885631799697876,-2.6256633,-1.3921578,-0.48856318,-2.7261014
1900,right_hand,right_hand,2,-0.466905415058136,-2.5897079,-1.4287689,-0.46690542,-2.8420134
1901,right_hand,right_hand,2,-0.44350752234458923,-2.6980915,-1.4477652,-0.44350752,-2.8884048
1902,right_hand,right_hand,2,-0.42544105648994446,-2.7714307,-1.483222,-0.42544106,-2.86582
1903,right_hand,right_hand,2,-0.39797577261924744,-2.7947478,-1.5461675,-0.39797577,-2.9231648
1904,right_hand,right_hand,2,-0.41881537437438965,-2.9014058,-1.4372609,-0.41881537,-3.0087209
1905,right_hand,right_hand,2,-0.3880906105041504,-3.0306268,-1.4810777,-0.3880906,-3.0808098
1906,right_hand,right_hand,2,-0.34774893522262573,-3.0201774,-1.6079705,-0.34774894,-3.1096249
1907,right_hand,right_hand,2,-0.3400609493255615,-3.004017,-1.616374,-0.34006095,-3.221158
1908,right_hand,right_hand,2,-0.3518437147140503,-3.0854828,-1.5552967,-0.3518437,-3.2295866
1909,right_hand,right_hand,2,-0.3728509545326233,-3.1206045,-1.4555047,-0.37285095,-3.3949804
1910,right_hand,right_hand,2,-0.39305704832077026,-3.012428,-1.406805,-0.39305705,-3.4777412
1911,right_hand,right_hand,2,-0.40494462847709656,-2.9739084,-1.3719256,-0.40494463,-3.5718608
1912,right_hand,right_hand,2,-0.42029812932014465,-3.0335639,-1.3207834,-0.42029813,-3.5768747
1913,right_hand,right_hand,2,-0.4152749180793762,-3.0812325,-1.327027,-0.41527492,-3.5596008
1914,right_hand,right_hand,2,-0.3712761104106903,-3.1881592,-1.4124451,-0.3712761,-3.691431
1915,right_hand,right_hand,2,-0.34662842750549316,-3.1680298,-1.4782047,-0.34662843,-3.7855237
1916,right_hand,right_hand,2,-0.33427703380584717,-3.2095518,-1.4993658,-0.33427703,-3.8902855
1917,right_hand,right_hand,2,-0.33216768503189087,-3.2375193,-1.5055001,-0.33216769,-3.8453288
1918,right_hand,right_hand,2,-0.3067440390586853,-3.3620875,-1.5499662,-0.30674404,-4.0671964
1919,right_hand,right_hand,2,-0.2898986339569092,-3.491078,-1.5820857,-0.28989863,-4.1651087
1920,right_hand,right_hand,2,-0.2561463713645935,-3.5911942,-1.6902335,-0.25614637,-4.2866907
1921,right_hand,right_hand,2,-0.2548222839832306,-3.5792077,-1.698982,-0.25482228,-4.2600174
1922,right_hand,right_hand,2,-0.244746595621109,-3.6528358,-1.7233928,-0.2447466,-4.373127
1923,right_hand,right_hand,2,-0.252535343170166,-3.754271,-1.6710232,-0.25253534,-4.4553595
1924,right_hand,right_hand,2,-0.2419123351573944,-3.8126073,-1.6971471,-0.24191234,-4.653047
1925,right_hand,right_hand,2,-0.23601245880126953,-3.8445055,-1.7115989,-0.23601246,-4.798063
1926,right_hand,right_hand,2,-0.23466433584690094,-3.7793083,-1.7220833,-0.23466434,-4.895694
1927,right_hand,right_hand,2,-0.2704547941684723,-3.6842957,-1.5951236,-0.2704548,-4.7279787
1928,right_hand,right_hand,2,-0.25377893447875977,-3.9320774,-1.6272364,-0.25377893,-4.833947
1929,right_hand,right_hand,2,-0.23155316710472107,-3.9834661,-1.7126791,-0.23155317,-4.90794
1930,right_hand,right_hand,2,-0.20104826986789703,-3.955677,-1.8541552,-0.20104827,-5.0632706
1931,right_hand,right_hand,2,-0.1922447234392166,-4.015767,-1.8877568,-0.19224472,-5.2178936
1932,right_hand,right_hand,2,-0.1775350570678711,-4.107742,-1.9582498,-0.17753506,-5.286394
1933,right_hand,right_hand,2,-0.17473632097244263,-4.065419,-1.9826825,-0.17473632,-5.2525797
1934,right_hand,right_hand,2,-0.16567304730415344,-4.060421,-2.0403123,-0.16567305,-5.2227135
1935,right_hand,right_hand,2,-0.16126561164855957,-4.1420836,-2.0527763,-0.16126561,-5.368126
1936,right_hand,right_hand,2,-0.16263210773468018,-4.1630387,-2.040142,-0.16263211,-5.399473
1937,right_hand,right_hand,2,-0.17242805659770966,-4.214733,-1.9684894,-0.17242806,-5.552473
1938,right_hand,right_hand,2,-0.17732596397399902,-4.2258577,-1.9369568,-0.17732596,-5.5907955
1939,right_hand,right_hand,2,-0.172502800822258,-4.2381973,-1.9627558,-0.1725028,-5.6669793
1940,feet,right_hand,2,-0.16029372811317444,-4.1033306,-2.05767,-0.16029373,-5.56404
1941,feet,right_hand,2,-0.1552557349205017,-4.267535,-2.0639305,-0.15525573,-5.8684497
